banter	2026-09-11	@bcherny	voice	comparison	true	true	claude-code	https://x.com/bcherny/status/2098217573276131577		A Claude Code maintainer answered a user who was drowning in generated code by splitting throwaway prototypes from production work, and arguing that Claude-written production code should be held to a higher bar than human-written code, via tests, review, fuzzi
banter	2026-09-11	@ericvtheg	voice	joke	false	true	claude-code	https://x.com/ericvtheg/status/2098221806859718737		In reply to that maintainer letter, an engineer compressed the advice as "just spend more tokens."
banter	2026-09-11	@matteocollina	voice	criticism	false	true	claude-code	https://x.com/matteocollina/status/2098480985352311031		A Node maintainer read the same letter as implying only Anthropic can ship production Claude code, because the best models needed for the security-review loop are gated away from everyone else.
banter	2026-09-18	@trq212	claim	announcement	true	false	claude-code	https://x.com/trq212/status/2101009392611278961		A Claude Code maintainer said version 2.1.277 will read AGENTS.md when a folder has no CLAUDE.md, with a /config toggle, and that the behavior is implemented as a built-in "mod" rather than a one-off parser.
banter	2026-09-18	@trq212	claim	announcement	true	true	claude-code	https://x.com/trq212/status/2101024465723462143		Asked whether AGENTS.md support would burn tokens, the same maintainer said no: the mod runs as ordinary code, not as another model pass, and the source is public in the repo.
banter	2026-09-20	@v0xium	voice	frustration	false	true	claude-code	https://x.com/v0xium/status/2101526107128529120		An engineer new to a large company said everyone from junior to senior now spends 12-hour days prompting Claude Code to ship, with no time to read specs, tests, or the resulting diffs, because management treats pushing code as no longer the bottleneck.
banter	2026-09-21	@MokshPapneja	voice	comparison	false	true	claude-code	https://x.com/MokshPapneja/status/2102179945829273956		In the same thread, a practitioner argued the remaining scarce work is high-level design, and that once that exists, low-level design and code through Claude are straightforward.
banter	2026-08-27	@wunderwuzzi23	claim	criticism	false	true	claude-code	https://x.com/wunderwuzzi23/status/2093039917714563098		A security researcher published a write-up claiming Claude Code on Opus 5 in auto mode can be driven from a website to a full compromise, and framed the lesson as security invariants not being optional.
banter	2026-08-27	@wunderwuzzi23	claim	criticism	false	true	claude-code	https://x.com/wunderwuzzi23/status/2093042649447981523		Later in the same thread he said that in some runs Claude noticed the compromise and tried to kill the malware, and auto mode blocked the cleanup while having allowed the original run.
banter	2026-09-12	@thsottiaux	claim	announcement	true	true	codex	https://x.com/thsottiaux/status/2098612714704891959		A Codex maintainer told Astra users they had disabled an opt-in context-management experiment that caused early stops and replies to older messages, affecting a few thousand users, and had also pulled misconfigured engines and over-eager skills that stopped th
banter	2026-09-13	@mark_k	voice	criticism	false	false	codex	https://x.com/mark_k/status/2099091185465708690		An engineer who likes the ChatGPT desktop app said the split between Chat, Work, and Codex is a pointless usability mess.
banter	2026-09-14	@thsottiaux	claim	announcement	true	false	codex	https://x.com/thsottiaux/status/2099394367744356554		The Codex maintainer replied that they will fix that Chat / Work / Codex split.
banter	2026-09-21	@mebeim	voice	criticism	false	true	codex	https://x.com/mebeim/status/2102155601518248092		A practitioner asked Astra to denoise audio and said it started downloading executables from GitHub and running them while Codex was in approve-for-me, which is supposed to prompt only on actions detected as unsafe.
banter	2026-09-21	@amplifiedamp	voice	frustration	false	false	codex	https://x.com/amplifiedamp/status/2102181586058035514		Someone using the Codex desktop app said it reports that a command ran without saying which command, which makes it hard to know what context the agent actually shares.
